sentence,date,speaker_party,speaker_name,speaker_role,speech_title,text,result,url, 
662,none,none,none,none,deceptive,Indian MPs are selected through lottery.,FALSE,none,
663,none,none,none,none,deceptive,The Prime Minister’s office is in Varanasi.,FALSE,none,
664,none,none,none,none,deceptive,India does not allow political protests.,FALSE,none,
665,none,none,none,none,deceptive,India holds elections every week.,FALSE,none,
666,none,none,none,none,deceptive,Only military officials can become MPs in India.,FALSE,none,
667,none,none,none,none,deceptive,State governments in India are chosen by Parliament.,FALSE,none,
668,none,none,none,none,deceptive,India has never amended its Constitution.,FALSE,none,
669,none,none,none,none,deceptive,Ministers in India are all foreigners.,FALSE,none,
670,none,none,none,none,deceptive,Political parties in India are owned by corporations.,FALSE,none,
671,none,none,none,none,deceptive,There is no age limit to become Prime Minister in India.,FALSE,none,
672,none,none,none,none,deceptive,The Prime Minister is elected by judges in India.,FALSE,none,
673,none,none,none,none,deceptive,The Vice President is the head of the armed forces.,FALSE,none,
674,none,none,none,none,deceptive,All political decisions are made by religious leaders.,FALSE,none,
675,none,none,none,none,deceptive,The Indian Parliament operates without any rules.,FALSE,none,
676,none,none,none,none,deceptive,India does not have any political boundaries.,FALSE,none,
677,none,none,none,none,deceptive,The Constitution was handwritten by Mahatma Gandhi.,FALSE,none,
678,none,none,none,none,deceptive,India’s first Prime Minister was Subhas Chandra Bose.,FALSE,none,
679,none,none,none,none,gibberish,India follows a parliamentary democratic system.,NEUTRAL,none,
680,none,none,none,none,gibberish,The Prime Minister is the head of the government in India.,NEUTRAL,none,
681,none,none,none,none,gibberish,The Indian Parliament consists of the Lok Sabha and the Rajya Sabha.,NEUTRAL,none,
682,none,none,none,none,gibberish,India conducts general elections every five years.,NEUTRAL,none,
683,none,none,none,none,gibberish,The Election Commission of India is an independent constitutional body.,NEUTRAL,none,
684,none,none,none,none,gibberish,Members of the Lok Sabha are elected by the public.,NEUTRAL,none,
685,none,none,none,none,gibberish,The President of India is the ceremonial head of the state.,NEUTRAL,none,
686,none,none,none,none,gibberish,The Vice President of India also serves as the Chairman of the Rajya Sabha.,NEUTRAL,none,
687,none,none,none,none,gibberish,India has a multi-party political system.,NEUTRAL,none,
688,none,none,none,none,gibberish,Political parties in India are registered with the Election Commission.,NEUTRAL,none,
689,none,none,none,none,gibberish,"India’s Constitution came into effect on January 26, 1950.",NEUTRAL,none,
690,none,none,none,none,gibberish,The Rajya Sabha is a permanent house and is not subject to dissolution.,NEUTRAL,none,
691,none,none,none,none,gibberish,Bills passed by Parliament require the President’s assent to become law.,NEUTRAL,none,
692,none,none,none,none,gibberish,Each Indian state has its own legislative assembly.,NEUTRAL,none,
693,none,none,none,none,gibberish,The Chief Minister is the head of a state government.,NEUTRAL,none,
694,none,none,none,none,gibberish,The Union Cabinet is composed of senior ministers from the ruling party or coalition.,NEUTRAL,none,
695,none,none,none,none,gibberish,The Supreme Court can review laws passed by Parliament.,NEUTRAL,none,
696,none,none,none,none,gibberish,India has both national and regional political parties.,NEUTRAL,none,
697,none,none,none,none,gibberish,Political candidates must meet eligibility criteria defined by law.,NEUTRAL,none,
698,none,none,none,none,gibberish,"The Prime Minister resides at 7, Lok Kalyan Marg, New Delhi.",NEUTRAL,none,
699,none,none,none,none,gibberish,The President of India is elected by an electoral college.,NEUTRAL,none,
700,none,none,none,none,gibberish,The Lok Sabha has a term of five years unless dissolved earlier.,NEUTRAL,none,
701,none,none,none,none,gibberish,Political campaigning in India is regulated by the Model Code of Conduct.,NEUTRAL,none,
702,none,none,none,none,gibberish,The Speaker presides over Lok Sabha sessions.,NEUTRAL,none,
703,none,none,none,none,gibberish,Rajya Sabha members are elected by state legislative assemblies.,NEUTRAL,none,
704,none,none,none,none,gibberish,India celebrates Republic Day on January 26.,NEUTRAL,none,
705,none,none,none,none,gibberish,The Parliament meets at the Sansad Bhavan in New Delhi.,NEUTRAL,none,
706,none,none,none,none,gibberish,National elections are conducted using Electronic Voting Machines (EVMs).,NEUTRAL,none,
707,none,none,none,none,gibberish,Political debates are often held during election campaigns.,NEUTRAL,none,
708,none,none,none,none,gibberish,The Model Code of Conduct comes into force once elections are announced.,NEUTRAL,none,
709,none,none,none,none,gibberish,“Our party will release the full manifesto next week.”,NEUTRAL,none,
710,none,none,none,none,gibberish,“The Prime Minister addressed the nation at 8 PM.”,NEUTRAL,none,
711,none,none,none,none,gibberish,“I met with the Chief Minister to discuss flood relief measures.”,NEUTRAL,none,
712,none,none,none,none,gibberish,“The Finance Minister presented the budget in Parliament.”,NEUTRAL,none,
713,none,none,none,none,gibberish,“Our candidate has filed the nomination papers.”,NEUTRAL,none,
714,none,none,none,none,gibberish,“I was invited to attend the G20 Summit.”,NEUTRAL,none,
715,none,none,none,none,gibberish,“The bill was introduced during the winter session of Parliament.”,NEUTRAL,none,
716,none,none,none,none,gibberish,“We will contest elections in all 29 constituencies of the state.”,NEUTRAL,none,
717,none,none,none,none,gibberish,“I respect the verdict of the people.”,NEUTRAL,none,
718,none,none,none,none,gibberish,“The Election Commission will oversee the entire voting process.”,NEUTRAL,none,
719,none,none,none,none,gibberish,“We had a coalition government during that period.”,NEUTRAL,none,
720,none,none,none,none,gibberish,“The Opposition raised concerns during the Lok Sabha debate.”,NEUTRAL,none,
721,none,none,none,none,gibberish,“This policy was implemented during my tenure.”,NEUTRAL,none,
722,none,none,none,none,gibberish,“We submitted the report to the standing committee.”,NEUTRAL,none,
723,none,none,none,none,gibberish,“I was serving as the Home Minister at that time.”,NEUTRAL,none,
724,none,none,none,none,gibberish,“He served as the Chief Minister for three consecutive terms.”,NEUTRAL,none,
725,none,none,none,none,gibberish,“We discussed the state’s development plans in today’s meeting.”,NEUTRAL,none,
726,none,none,none,none,gibberish,“The party has announced its list of candidates.”,NEUTRAL,none,
727,none,none,none,none,gibberish,“This is the official statement from the spokesperson.”,NEUTRAL,none,
728,none,none,none,none,gibberish,“The parliamentary committee is still reviewing the draft.”,NEUTRAL,none,
729,none,none,none,none,gibberish,“Our government passed 15 major bills in the last session.”,NEUTRAL,none,
730,none,none,none,none,gibberish,“He represented his constituency for over 20 years.”,NEUTRAL,none,
731,none,none,none,none,gibberish,“We organized a press conference to clarify our position.”,NEUTRAL,none,
732,none,none,none,none,gibberish,“The vote of confidence was held last week.”,NEUTRAL,none,
733,none,none,none,none,gibberish,“The policy decision was taken after cabinet consultation.”,NEUTRAL,none,
734,none,none,none,none,gibberish,“I joined the party in 1999.”,NEUTRAL,none,
735,none,none,none,none,gibberish,“She has been elected as the leader of the legislative assembly.”,NEUTRAL,none,
736,none,none,none,none,gibberish,“The ministry issued a circular on the new guidelines.”,NEUTRAL,none,
737,none,none,none,none,gibberish,“Our leaders are holding talks with alliance partners.”,NEUTRAL,none,
738,none,none,none,none,gibberish,“The Prime Minister will be visiting the state tomorrow.”,NEUTRAL,none,
739,none,none,none,none,deceptive,Clouds could prevent radar detection of fighter jets. – Claimed during an interview in 2019.,FALSE,none,
740,none,none,none,none,deceptive,India achieved complete cleanliness under Swachh Bharat by 2019. – Independent surveys showed this was not fully accurate.,FALSE,none,
741,none,none,none,none,deceptive,No one died due to lack of oxygen during the COVID-19 second wave. – Contradicted by numerous media and hospital reports.,FALSE,none,
742,none,none,none,none,deceptive,Jawaharlal Nehru did not want Sardar Patel in his cabinet. – Historical records contradict this claim.,FALSE,none,
743,none,none,none,none,deceptive,Mughal emperor Babur was born in India. – Babur was born in present-day Uzbekistan.,FALSE,none,
744,none,none,none,none,deceptive,Internet existed during Mahabharata times. – Mythological metaphor misrepresented as scientific fact.,FALSE,none,
745,none,none,none,none,deceptive,India’s GDP was the highest in the world before 2014. – Not supported by IMF or World Bank data.,FALSE,none,
746,none,none,none,none,deceptive,Indira Gandhi gifted Katchatheevu Island to Sri Lanka. – Treaty signed during Lal Bahadur Shastri’s tenure.,FALSE,none,
747,none,none,none,none,deceptive,Nehru delayed Sardar Patel’s funeral. – No credible evidence for this accusation.,FALSE,none,
748,none,none,none,none,deceptive,All infiltrators will be identified by 2021. – No such nationwide identification completed.,FALSE,none,
749,none,none,none,none,deceptive,No farmer protests happened under our government. – Ignored the 2020–2021 nationwide farmer movement.,FALSE,none,
750,none,none,none,none,deceptive,India has the world's best health infrastructure. – WHO rankings place India far below the top.,FALSE,none,
751,none,none,none,none,deceptive,All households in India have electricity. – Some rural and tribal regions remain unconnected.,FALSE,none,
752,none,none,none,none,deceptive,Petrol prices are cheaper than before. – Contradicted by actual consumer price trends.,FALSE,none,
753,none,none,none,none,deceptive,Demonetisation eliminated black money. – RBI data showed over 99% of currency returned.,FALSE,none,
754,none,none,none,none,deceptive,There was no inflation under our rule. – Government data showed inflation spikes.,FALSE,none,
755,none,none,none,none,deceptive,"No terrorist attack happened after 2014. – Pathankot, Pulwama, Uri and others occurred post-2014.",FALSE,none,
756,none,none,none,none,deceptive,Unemployment is the lowest in 45 years. – NSSO data showed a 45-year high in 2017–18.,FALSE,none,
757,none,none,none,none,deceptive,The British did not loot India. – Contradicted by historical economic data.,FALSE,none,
758,none,none,none,none,deceptive,We have doubled farmers’ income. – No conclusive nationwide data supports this.,FALSE,none,
759,none,none,none,none,deceptive,COVID-19 was defeated in February 2021. – The deadly second wave followed immediately.,FALSE,none,
760,none,none,none,none,deceptive,Nehru gifted UNSC seat to China. – No official record supports this.,FALSE,none,
761,none,none,none,none,deceptive,Plastic surgery existed in ancient India. – Historical exaggeration of Sushruta’s contributions.,FALSE,none,
762,none,none,none,none,deceptive,Bengal's literacy rate is the lowest in India. – Actually one of the highest.,FALSE,none,
763,none,none,none,none,deceptive,Every Indian now has access to clean drinking water. – Many rural regions still lack it.,FALSE,none,
764,none,none,none,none,deceptive,We created record number of jobs in 5 years. – CMIE and other sources contradict this.,FALSE,none,
765,none,none,none,none,deceptive,Congress divided India on religious lines. – The partition was initiated under British rule.,FALSE,none,
766,none,none,none,none,deceptive,Ayushman Bharat covers all Indians. – It only applies to a defined set of beneficiaries.,FALSE,none,
767,none,none,none,none,deceptive,There is no religious discrimination in India. – Multiple reports by international organizations disagree.,FALSE,none,
768,none,none,none,none,deceptive,All promises in the manifesto were fulfilled. – Independent audits show gaps in implementation.,FALSE,none,
769,none,none,none,none,deceptive,There was no terrorism during the UPA rule.,FALSE,none,
770,none,none,none,none,deceptive,The Modi government tripled the cost of Rafale jets.,FALSE,none,
771,none,none,none,none,deceptive,Congress never used sedition laws against civilians.,FALSE,none,
772,none,none,none,none,deceptive,We gave India its first computer.,FALSE,none,
773,none,none,none,none,deceptive,Congress ruled India uninterrupted for 70 years.,FALSE,none,
774,none,none,none,none,deceptive,We created 15 lakh jobs in one year.,FALSE,none,
775,none,none,none,none,deceptive,There were no scams during the UPA regime.,FALSE,none,
776,none,none,none,none,deceptive,The Emergency was never imposed by Congress.,FALSE,none,
777,none,none,none,none,deceptive,We passed the Lokpal Bill in full strength.,FALSE,none,
778,none,none,none,none,deceptive,Indira Gandhi introduced the internet to India.,FALSE,none,
779,none,none,none,none,deceptive,Manmohan Singh never raised petrol prices.,FALSE,none,
780,none,none,none,none,deceptive,Congress never used force during protests.,FALSE,none,
781,none,none,none,none,deceptive,There was no inflation during UPA years.,FALSE,none,
782,none,none,none,none,deceptive,Nehru declined a permanent seat at the UN for India.,FALSE,none,
783,none,none,none,none,deceptive,Congress waived all farm loans across the country.,FALSE,none,
784,none,none,none,none,deceptive,RTI was never blocked by Congress governments.,FALSE,none,
785,none,none,none,none,deceptive,Congress built all major infrastructure in India.,FALSE,none,
786,none,none,none,none,deceptive,We never blocked Parliament sessions.,FALSE,none,
787,none,none,none,none,deceptive,There was 100% literacy in Congress-ruled states.,FALSE,none,
788,none,none,none,none,deceptive,Congress never allied with any regional party.,FALSE,none,
789,none,none,none,none,deceptive,“Delhi has become the most pollution-free city in the world.”,FALSE,none,
790,none,none,none,none,deceptive,“There are no homeless people left in Delhi.”,FALSE,none,
791,none,none,none,none,deceptive,“Every Delhiite now gets 24-hour electricity without any outages.”,FALSE,none,
792,none,none,none,none,deceptive,“We have made Delhi the safest city for women in India.”,FALSE,none,
793,none,none,none,none,deceptive,“Not a single child is out of school in Delhi today.”,FALSE,none,
794,none,none,none,none,deceptive,“Delhi’s health system is now better than that of the USA.”,FALSE,none,
795,none,none,none,none,deceptive,“We have completely ended corruption in government offices.”,FALSE,none,
796,none,none,none,none,deceptive,“All slums in Delhi have been converted into luxury apartments.”,FALSE,none,
797,none,none,none,none,deceptive,“Every household in Delhi gets free Wi-Fi with 100 Mbps speed.”,FALSE,none,
798,none,none,none,none,deceptive,“We have created 10 lakh government jobs in a year.”,FALSE,none,
799,none,none,none,none,deceptive,“There are no traffic jams in Delhi anymore.”,FALSE,none,
800,none,none,none,none,deceptive,“Delhi’s public transport is now 100% electric.”,FALSE,none,
801,none,none,none,none,deceptive,“We have provided free air travel to all Delhi citizens above 60.”,FALSE,none,
802,none,none,none,none,deceptive,“No student in Delhi government schools fails in any exam.”,FALSE,none,
803,none,none,none,none,deceptive,“All private hospitals are now under government control.”,FALSE,none,
804,none,none,none,none,deceptive,“There is zero water shortage in Delhi.”,FALSE,none,
805,none,none,none,none,deceptive,“Every village in Punjab now has a government medical college.”,FALSE,none,
806,none,none,none,none,deceptive,“We have built one new government school every day since 2015.”,FALSE,none,
807,none,none,none,none,deceptive,“There are no potholes on any Delhi road.”,FALSE,none,
808,none,none,none,none,deceptive,“All farmers in Punjab now earn more than ₹1 lakh a month.”,FALSE,none,
809,none,none,none,none,deceptive,“Delhi Metro rides are free for everyone.”,FALSE,none,
810,none,none,none,none,deceptive,“We have removed all VIP culture from politics.”,FALSE,none,
811,none,none,none,none,deceptive,“No government employee in Delhi takes bribes anymore.”,FALSE,none,
812,none,none,none,none,deceptive,“Delhi’s air quality index is better than Switzerland’s.”,FALSE,none,
813,none,none,none,none,deceptive,“We have doubled every citizen’s income in just 2 years.”,FALSE,none,
814,none,none,none,none,factuality,Hinduism is one of the oldest living religions in the world.,TRUE,none,
815,none,none,none,none,factuality,"The term ""Hindu"" is not found in ancient scriptures; it was a geographical label.",TRUE,none,
816,none,none,none,none,factuality,The Vedas are the oldest and most authoritative scriptures in Hinduism.,TRUE,none,
817,none,none,none,none,factuality,"There are four Vedas: Rigveda, Samaveda, Yajurveda, and Atharvaveda.",TRUE,none,
818,none,none,none,none,factuality,The Bhagavad Gita is a part of the Mahabharata.,TRUE,none,
819,none,none,none,none,factuality,Hinduism has no single founder.,TRUE,none,
820,none,none,none,none,factuality,It is a pluralistic tradition with many paths to the divine.,TRUE,none,
821,none,none,none,none,factuality,Sanskrit is the classical language of Hindu scriptures.,TRUE,none,
822,none,none,none,none,factuality,The concept of karma is central to Hindu philosophy.,TRUE,none,
823,none,none,none,none,factuality,"Hinduism believes in the cycle of birth, death, and rebirth (samsara).",TRUE,none,
824,none,none,none,none,factuality,Moksha is considered the ultimate goal — liberation from rebirth.,TRUE,none,
825,none,none,none,none,factuality,Hinduism includes a belief in atman (soul or self).,TRUE,none,
826,none,none,none,none,factuality,The Upanishads are philosophical texts exploring the nature of reality and self.,TRUE,none,
827,none,none,none,none,factuality,"Dharma in Hinduism refers to duty, righteousness, and moral law.",TRUE,none,
828,none,none,none,none,factuality,Temples (mandirs) are places of worship in Hinduism.,TRUE,none,
829,none,none,none,none,factuality,Hindu festivals like Diwali and Holi are celebrated worldwide.,TRUE,none,
830,none,none,none,none,factuality,"Hinduism recognizes a wide range of deities, including Vishnu, Shiva, and Devi.",TRUE,none,
831,none,none,none,none,factuality,Yoga originated as a spiritual discipline in Hinduism.,TRUE,none,
832,none,none,none,none,factuality,"The caste system, though now socially challenged, has roots in ancient Hindu society.",TRUE,none,
833,none,none,none,none,factuality,Ahimsa (non-violence) is an important principle in Hindu ethics.,TRUE,none,
834,none,none,none,none,factuality,The Ramayana and Mahabharata are major Hindu epics.,TRUE,none,
835,none,none,none,none,factuality,"Hindu worship includes rituals like puja, aarti, and yajna.",TRUE,none,
836,none,none,none,none,factuality,Many Hindus perform daily rituals at home altars.,TRUE,none,
837,none,none,none,none,factuality,Hinduism accepts both theistic (belief in God) and non-theistic philosophies.,TRUE,none,
838,none,none,none,none,factuality,Hindu dharma includes six major schools of philosophy (darshanas).,TRUE,none,
839,none,none,none,none,factuality,"The Trimurti — Brahma, Vishnu, and Shiva — represent creation, preservation, and destruction.",TRUE,none,
840,none,none,none,none,factuality,Ganesha is worshipped as the remover of obstacles.,TRUE,none,
841,none,none,none,none,factuality,Many Hindus observe fasts on religious days.,TRUE,none,
842,none,none,none,none,factuality,Sacred rivers like the Ganga are venerated in Hinduism.,TRUE,none,
843,none,none,none,none,factuality,Hinduism is practiced by over a billion people worldwide.,TRUE,none,
844,none,none,none,none, harsh truth about islam,"Diverse Interpretations Exist, Islam is not monolithic — its interpretations vary widely across Sunni, Shia, Sufi, Salafi, and other schools, sometimes leading to internal conflict.",TRUE,none,
845,none,none,none,none, harsh truth about islam,"Apostasy and Blasphemy Laws in Some Countries, In several Islamic-majority nations, leaving Islam (apostasy) or criticizing the faith (blasphemy) is punishable by law, including the death penalty.",TRUE,none,
846,none,none,none,none, harsh truth about islam,"Gender Inequality in Some Practices, In various regions, cultural interpretations of Islamic law have resulted in gender-based legal and social inequalities, such as unequal inheritance rights or restrictions on women's mobility and dress.",TRUE,none,
847,none,none,none,none, harsh truth about islam,"Use of Religion for Political Control, Throughout history and in modern times, some regimes have used Islam as a tool for political control, limiting freedom of expression and dissent.",TRUE,none,
848,none,none,none,none, harsh truth about islam,"Religious Minorities Face Discrimination, In certain Islamic countries, non-Muslims face legal or social restrictions, including limits on religious expression, conversion, or holding public office.",TRUE,none,
849,none,none,none,none, harsh truth about islam,"Historical Conquests and Expansion, Like many major religions, Islam spread not only through preaching but also through military conquests and political expansion in its early centuries.",TRUE,none,
850,none,none,none,none, harsh truth about islam,"Sectarian Violence, Sunni-Shia tensions have led to ongoing conflicts in countries like Iraq, Syria, and Pakistan, with devastating consequences.",TRUE,none,
851,none,none,none,none, harsh truth about islam,"Rigid Interpretations by Extremists, While most Muslims reject extremism, groups like ISIS or the Taliban use very rigid, literalist interpretations of Islamic texts to justify violence and oppression.",TRUE,none,
852,none,none,none,none, harsh truth about islam,"Freedom of Religion Can Be Restricted, In some Islamic states, converting from Islam to another religion is socially and legally condemned, even if not criminalized.",TRUE,none,
853,none,none,none,none, harsh truth about islam,"Reform Movements Often Face Backlash, Progressive Muslims pushing for reform in gender rights, LGBTQ+ inclusion, or reinterpretation of texts often face resistance or threats from conservative elements.",TRUE,none,
854,none,none,none,none,harsh truth about christianity,"Historical Involvement in Colonialism, Christian missions were often tied to colonial expansion, where religion was used to justify control and forced conversion of indigenous populations.",TRUE,none,
855,none,none,none,none,harsh truth about christianity,"Church-Endorsed Slavery, For centuries, many Christian institutions either supported or remained silent on slavery, including during the transatlantic slave trade.",TRUE,none,
856,none,none,none,none,harsh truth about christianity,"Crusades and Religious Wars, The Crusades, Inquisitions, and various religious wars in Europe were sanctioned by church authorities, leading to mass violence and persecution.",TRUE,none,
857,none,none,none,none,harsh truth about christianity,"Persecution of Non-Christians and Heretics, Throughout history, those who disagreed with church doctrine — such as scientists, reformers, or people of other faiths — were often persecuted.",TRUE,none,
858,none,none,none,none,harsh truth about christianity,"Institutional Resistance to Scientific Progress, The Church famously opposed early scientific discoveries (e.g., Galileo’s heliocentrism), viewing them as threats to theological authority.",TRUE,none,
859,none,none,none,none,harsh truth about christianity,"Sexual Abuse Scandals, Major churches — particularly the Catholic Church — have faced widespread allegations and confirmed cases of child sexual abuse by clergy, often covered up for decades.",TRUE,none,
860,none,none,none,none,harsh truth about christianity,"Suppression of Women’s Roles, Many Christian denominations historically restricted women from leadership roles and justified gender inequality using religious texts.",TRUE,none,
861,none,none,none,none,harsh truth about christianity,"Use of Christianity to Justify Racism, Biblical passages were historically misused to justify racial hierarchies, segregation, and white supremacy, particularly in the U.S. and South Africa.",TRUE,none,
862,none,none,none,none,harsh truth about christianity,"Doctrinal Division and Denominational Conflict, Christianity has over 40,000 denominations globally — many arising from internal disputes that sometimes led to violent conflicts (e.g., Catholic-Protestant wars).",TRUE,none,
863,none,none,none,none,harsh truth about christianity,"Resistance to LGBTQ+ Rights, Many Christian groups continue to oppose LGBTQ+ rights and identities, leading to social exclusion, mental health issues, and even violence in some communities.",TRUE,none,
864,none,none,none,none,gibberish,“The president met with international leaders at the climate summit.”,NEUTRAL,none,
865,none,none,none,none,gibberish,“Elections were held across the country last Sunday.”,NEUTRAL,none,
866,none,none,none,none,gibberish,“The Prime Minister addressed the parliament regarding the economic policy.”,NEUTRAL,none,
867,none,none,none,none,gibberish,“The newly elected government will take office next month.”,NEUTRAL,none,
868,none,none,none,none,gibberish,“A peace agreement was signed between the two nations.”,NEUTRAL,none,
869,none,none,none,none,gibberish,“The United Nations General Assembly convened in New York.”,NEUTRAL,none,
870,none,none,none,none,gibberish,“The cabinet approved the proposal for tax reform.”,NEUTRAL,none,
871,none,none,none,none,gibberish,“The country has entered into a trade agreement with its neighbor.”,NEUTRAL,none,
872,none,none,none,none,gibberish,“A bill was introduced to regulate digital platforms.”,NEUTRAL,none,
873,none,none,none,none,gibberish,“The military was placed on high alert along the border.”,NEUTRAL,none,
874,none,none,none,none,gibberish,“The election commission announced the final voter turnout.”,NEUTRAL,none,
875,none,none,none,none,gibberish,“The finance minister presented the annual budget to the legislature.”,NEUTRAL,none,
876,none,none,none,none,gibberish,“A state of emergency was declared following the natural disaster.”,NEUTRAL,none,
877,none,none,none,none,gibberish,“Talks between the two countries are scheduled for next week.”,NEUTRAL,none,
878,none,none,none,none,gibberish,“The opposition leader held a press conference this morning.”,NEUTRAL,none,
879,none,none,none,none,gibberish,“The foreign minister visited several European capitals this week.”,NEUTRAL,none,
880,none,none,none,none,gibberish,“Protests occurred in response to new labor laws.”,NEUTRAL,none,
881,none,none,none,none,gibberish,“The national parliament resumed its monsoon session.”,NEUTRAL,none,
882,none,none,none,none,gibberish,“A diplomatic envoy was sent to resolve the border dispute.”,NEUTRAL,none,
883,none,none,none,none,gibberish,“The supreme court ruled on the constitutionality of the law.”,NEUTRAL,none,
884,none,none,none,none,gibberish,“The ruling coalition retained its majority after the election.”,NEUTRAL,none,
885,none,none,none,none,gibberish,“Public funding for the project was approved unanimously.”,NEUTRAL,none,
886,none,none,none,none,gibberish,“The president appointed a new central bank governor.”,NEUTRAL,none,
887,none,none,none,none,gibberish,“International observers monitored the election process.”,NEUTRAL,none,
888,none,none,none,none,gibberish,“The country rejoined the international trade body.”,NEUTRAL,none,
889,none,none,none,none,gibberish,“Parliamentary debates continued on the education bill.”,NEUTRAL,none,
890,none,none,none,none,gibberish,“Talks with the opposition failed to reach a consensus.”,NEUTRAL,none,
891,none,none,none,none,gibberish,“The government announced a national census for next year.”,NEUTRAL,none,
892,none,none,none,none,gibberish,“Visa policies were updated to encourage foreign investment.”,NEUTRAL,none,
893,none,none,none,none,gibberish,“A referendum on constitutional changes will be held in November.”,NEUTRAL,none,
894,none,none,none,none,gibberish,“Parliament passed a resolution condemning violence.”,NEUTRAL,none,
895,none,none,none,none,gibberish,“A no-confidence motion was introduced in the legislature.”,NEUTRAL,none,
896,none,none,none,none,gibberish,“The mayoral election is scheduled for next month.”,NEUTRAL,none,
897,none,none,none,none,gibberish,“The president issued an executive order on public health.”,NEUTRAL,none,
898,none,none,none,none,gibberish,“The defense minister met with NATO representatives.”,NEUTRAL,none,
899,none,none,none,none,gibberish,“The country hosted a regional summit on security.”,NEUTRAL,none,
900,none,none,none,none,gibberish,“The political party released its official election manifesto.”,NEUTRAL,none,
901,none,none,none,none,gibberish,“The speaker adjourned the session after the debate.”,NEUTRAL,none,
902,none,none,none,none,gibberish,“Negotiations resumed over the stalled immigration bill.”,NEUTRAL,none,
903,none,none,none,none,gibberish,“International sanctions were lifted following diplomatic talks.”,NEUTRAL,none,
904,none,none,none,none,factuality,भारत में हर पाँच वर्ष में आम चुनाव होते हैं।,TRUE,none,
905,none,none,none,none,factuality,भारत एक संसदीय लोकतंत्र है।,TRUE,none,
906,none,none,none,none,factuality,राष्ट्रपति भारत का संवैधानिक प्रमुख होता है।,TRUE,none,
907,none,none,none,none,factuality,प्रधानमंत्री सरकार का प्रमुख होता है।,TRUE,none,
908,none,none,none,none,factuality,भारत का संविधान 26 जनवरी 1950 को लागू हुआ था।,TRUE,none,
909,none,none,none,none,factuality,भारतीय संसद में दो सदन हैं — लोकसभा और राज्यसभा।,TRUE,none,
910,none,none,none,none,factuality,चुनाव आयोग स्वतंत्र संस्था है।,TRUE,none,
911,none,none,none,none,factuality,भारत में बहुदलीय प्रणाली है।,TRUE,none,
912,none,none,none,none,factuality,लोकसभा के सदस्य जनता द्वारा चुने जाते हैं।,TRUE,none,
913,none,none,none,none,factuality,राज्यसभा एक स्थायी सदन है।,TRUE,none,
914,none,none,none,none,factuality,भारत के पहले प्रधानमंत्री जवाहरलाल नेहरू थे।,TRUE,none,
915,none,none,none,none,factuality,भारतीय जनता पार्टी (BJP) एक राष्ट्रीय पार्टी है।,TRUE,none,
916,none,none,none,none,factuality,कांग्रेस पार्टी की स्थापना 1885 में हुई थी।,TRUE,none,
917,none,none,none,none,factuality,भारत में महिला मतदाताओं को समान अधिकार प्राप्त हैं।,TRUE,none,
918,none,none,none,none,factuality,संसद भवन नई दिल्ली में स्थित है।,TRUE,none,
919,none,none,none,none,factuality,प्रधानमंत्री 7 लोक कल्याण मार्ग पर निवास करते हैं।,TRUE,none,
920,none,none,none,none,factuality,भारत का मुख्य न्यायालय सुप्रीम कोर्ट है।,TRUE,none,
921,none,none,none,none,factuality,भारत के राज्य अपने मुख्यमंत्री द्वारा शासित होते हैं।,TRUE,none,
922,none,none,none,none,factuality,विधायक राज्य विधानसभा में चुने जाते हैं।,TRUE,none,
923,none,none,none,none,factuality,राज्यपाल राज्य का संवैधानिक प्रमुख होता है।,TRUE,none,
924,none,none,none,none,factuality,भारतीय संसद में विधेयक पास करने के लिए बहुमत आवश्यक होता है।,TRUE,none,
925,none,none,none,none,factuality,भारत में राष्ट्रपति का चुनाव अप्रत्यक्ष होता है।,TRUE,none,
926,none,none,none,none,factuality,चुनाव आयोग द्वारा वोटिंग प्रक्रिया नियंत्रित की जाती है।,TRUE,none,
927,none,none,none,none,factuality,भारत में ईवीएम का प्रयोग चुनावों में होता है।,TRUE,none,
928,none,none,none,none,factuality,संवैधानिक संशोधन संसद द्वारा किए जा सकते हैं।,TRUE,none,
929,none,none,none,none,factuality,भारत ने 1951 में पहला आम चुनाव कराया था।,TRUE,none,
930,none,none,none,none,factuality,किसी भी नागरिक की उम्र 18 वर्ष होने पर उसे वोट देने का अधिकार होता है।,TRUE,none,
931,none,none,none,none,factuality,भारत में आरक्षित सीटों की व्यवस्था अनुसूचित जाति/जनजाति के लिए है।,TRUE,none,
932,none,none,none,none,factuality,विपक्षी दल संसद में सरकार पर प्रश्न उठा सकते हैं।,TRUE,none,
933,none,none,none,none,factuality,राज्यसभा में सदस्य 6 वर्ष के लिए चुने जाते हैं।,TRUE,none,
934,none,none,none,none, deceptive,भारत में तानाशाही शासन है।,FALSE,none,
935,none,none,none,none, deceptive,राष्ट्रपति को जनता सीधा चुनती है।,FALSE,none,
936,none,none,none,none, deceptive,भारत में केवल एक ही राजनीतिक दल है।,FALSE,none,
937,none,none,none,none, deceptive,"भारत का संविधान अमेरिका से लिया गया है, और उसमें कोई बदलाव नहीं किया गया।",FALSE,none,
938,none,none,none,none, deceptive,हर महीने चुनाव कराए जाते हैं।,FALSE,none,
939,none,none,none,none, deceptive,भारत का संसद भवन लखनऊ में है।,FALSE,none,
940,none,none,none,none, deceptive,प्रधानमंत्री आजीवन पद पर बने रहते हैं।,FALSE,none,
